"ID","City","State",,,,,"States - Other"
"[1488] =","Devunupally","Andhra Pradesh - Other",,,,,
"[860] =","Dewas","Madhya Pradesh - Other",,,,,
"[1489] =","Dhadgaon","Maharashtra - Other",,,,,
"[1490] =","Dhaliara","Himachal Pradesh - Other",,,,,
"[824] =","Dhamangaon","Maharashtra - Other",,,,,
"[1491] =","Dhamdha","Chhattisgarh - Other",,,,,
"[1492] =","Dhamri","Punjab - Other",,,,,
"[1493] =","Dhamtari","Chhattisgarh - Other",,,,,
"[1494] =","Dhanora","Uttar Pradesh - Other",,,,,
"[1495] =","Dhanpuri","Madhya Pradesh - Other",,,,,
"[1496] =","Dhansura","Gujarat - Other",,,,,
"[755] =","Dhar","Madhya Pradesh - Other",,,,,
"[1497] =","Dharamshala","Himachal Pradesh - Other",,,,,
"[1498] =","Dharangaon","Maharashtra - Other",,,,,
"[1499] =","Dharmapuri","Tamil Nadu - Other",,,,,
"[77] =","Dharmasala","Himachal Pradesh - Other",,,,,
"[10227] =","Dharmshala","Himachal Pradesh - Other",,,,,
"[1500] =","Dhemaji","Assam - Other",,,,,
"[1501] =","Dhenkanal","Orissa - Other",,,,,
"[1502] =","Dhing","Assam - Other",,,,,
"[1503] =","Dhmaji","Assam - Other",,,,,
"[1504] =","Dhobi Lampak","Manipur - Other",,,,,
"[1505] =","Dholi","Bihar - Other",,,,,
"[1506] =","Dholpur","Rajasthan - Other",,,,,
"[1507] =","Dhubri","Assam - Other",,,,,
"[1508] =","Dhubsel Dhubri","Assam - Other",,,,,
"[1509] =","Digboi","Assam - Other",,,,,
"[850] =","Dighi","Bihar - Other",,,,,
"[1510] =","Digiana","Jammu & Kashmir - Other",,,,,
"[1511] =","Digras","Maharashtra - Other",,,,,
"[79] =","Dimapur","Nagaland - Other",,,,,
"[1512] =","Dimoria","Assam - Other",,,,,
"[1513] =","Dindigul","Tamil Nadu - Other",,,,,
"[1514] =","Dindori","Maharashtra - Other",,,,,
"[1515] =","Diphu","Assam - Other",,,,,
"[1516] =","Dist Mehsana","Gujarat - Other",,,,,
"[784] =","Doda","Jammu & Kashmir - Other",,,,,
"[1517] =","Doddaballapura","Karnataka - Other",,,,,
"[1518] =","Dolgoma","Assam - Other",,,,,
"[1519] =","Dondaicha","Maharashtra - Other",,,,,
"[1520] =","Dongargaon","Chhattisgarh - Other",,,,,
"[1521] =","Dongargarh","Maharashtra - Other",,,,,
"[1522] =","Donwarihat","Bihar - Other",,,,,
"[1523] =","Doom Dooma","Assam - Other",,,,,
"[1524] =","Dubaldhan","Haryana - Other",,,,,
"[1525] =","Dudhnoi","Assam - Other",,,,,
"[1526] =","Dujana","Haryana - Other",,,,,
"[983] =","Duliajan","Assam - Other",,,,,
"[1527] =","Dumka","Jharkhand - Other",,,,,
"[1528] =","Dumpagadapa","Andhra Pradesh - Other",,,,,
"[1529] =","Dumraon","Bihar - Other",,,,,
"[1530] =","Dungarpur","Rajasthan - Other",,,,,
"[748] =","Durg","Chhattisgarh - Other",,,,,
"[1531] =","Durgarpur","West Bengal - Other",,,,,
"[10164] =","Durgi","Arunachal Pradesh - Other",,,,,
"[1532] =","Durtlang","Mizoram - Other",,,,,
"[1533] =","Dwarahat","Uttarakhand - Other",,,,,
"[1534] =","East Champaran","Bihar - Other",,,,,
"[712] =","East Godavari","Andhra Pradesh - Other",,,,,
"[1535] =","East Siang","Arunachal Pradesh - Other",,,,,
"[984] =","Eluru","Andhra Pradesh - Other",,,,,
"[1536] =","Erandol","Maharashtra - Other",,,,,
"[81] =","Ernakulam","Kerala - Other",,,,,
"[1537] =","Etah","Uttar Pradesh - Other",,,,,
"[1538] =","Etapalli","Maharashtra - Other",,,,,
"[1539] =","Etawah","Uttar Pradesh - Other",,,,,
"[1540] =","Etharod","Gujarat - Other",,,,,
"[83] =","Faizabad","Uttar Pradesh - Other",,,,,
"[831] =","Faizpur","Maharashtra - Other",,,,,
"[1541] =","Farrukhabad","Uttar Pradesh - Other",,,,,
"[1542] =","Farukh Nagar","Haryana - Other",,,,,
"[1543] =","Fatehabad","Uttar Pradesh - Other",,,,,
"[1544] =","Fatehgarh Sahib","Punjab - Other",,,,,
"[1545] =","Fatehpur","Uttar Pradesh - Other",,,,,
"[1547] =","Firozabad","Uttar Pradesh - Other",,,,,
"[1548] =","Forbesganj","Bihar - Other",,,,,
"[1549] =","Gadag","Karnataka - Other",,,,,
"[1550] =","Gadchandur","Maharashtra - Other",,,,,
"[766] =","Gadchiroli","Maharashtra - Other",,,,,
"[1551] =","Gadegaon","Maharashtra - Other",,,,,
"[1552] =","Gadhada","Gujarat - Other",,,,,
"[986] =","Gadhinglaj","Maharashtra - Other",,,,,
"[1553] =","Gadohiroli","Maharashtra - Other",,,,,
"[1554] =","Gadwal","Andhra Pradesh - Other",,,,,
"[1555] =","Gajapathinagaram","Andhra Pradesh - Other",,,,,
"[1556] =","Gajapati","Orissa - Other",,,,,
"[1557] =","Gajendragad","Karnataka - Other",,,,,
"[1558] =","Gajsinghpur","Rajasthan - Other",,,,,
"[721] =","Gajwel","Andhra Pradesh - Other",,,,,
"[1559] =","Ganapavaram","Andhra Pradesh - Other",,,,,
"[1560] =","Gandai","Chhattisgarh - Other",,,,,
"[1561] =","Gandasi","Karnataka - Other",,,,,
"[783] =","Gandhi Nagar","Gujarat - Other",,,,,
"[10242] =","Gandhidham","Gujarat - Other",,,,,
"[1562] =","Ganganagar","Rajasthan - Other",,,,,
"[1563] =","Gangananagar","Rajasthan - Other",,,,,
"[828] =","Gangapur","Rajasthan - Other",,,,,
"[1564] =","Gangapurcity","Rajasthan - Other",,,,,
"[1565] =","Gangavathi","Karnataka - Other",,,,,
"[1566] =","Gangyal","Jammu & Kashmir - Other",,,,,
"[1567] =","Ganjbasoda","Madhya Pradesh - Other",,,,,
"[1568] =","Ganjdundwara","Uttar Pradesh - Other",,,,,
"[987] =","Gargaon","Jharkhand - Other",,,,,
"[1569] =","Gargoti","Maharashtra - Other",,,,,
"[1570] =","Garhwa","Jharkhand - Other",,,,,
"[913] =","Garhwal","Uttarakhand - Other",,,,,
"[1572] =","Gari Rampur","Uttar Pradesh - Other",,,,,
"[1571] =","Gariaband","Chhattisgarh - Other",,,,,
"[1573] =","Gariyadhar","Gujarat - Other",,,,,
"[10176] =","Gauhati","Assam - Other",,,,,
"[900] =","Gautam Budh Nagar","Uttar Pradesh - Other",,,,,
"[1574] =","Georai","Maharashtra - Other",,,,,
"[1575] =","Ghatanjee","Maharashtra - Other",,,,,
"[1576] =","Ghataprabha","Karnataka - Other",,,,,
"[1578] =","Ghhaygaon","Assam - Other",,,,,
"[1579] =","Ghilamara","Assam - Other",,,,,
"[1580] =","Ghodegaon","Maharashtra - Other",,,,,
"[1581] =","Ghorasahan","Bihar - Other",,,,,
"[1582] =","Ghumka","Madhya Pradesh - Other",,,,,
"[1583] =","Ghuwara","Madhya Pradesh - Other",,,,,
"[1584] =","Giddaluru","Andhra Pradesh - Other",,,,,
"[1585] =","Gidhaur","Bihar - Other",,,,,
"[88] =","Gir","Gujarat - Other",,,,,
"[1586] =","Giridih","Jharkhand - Other",,,,,
"[1587] =","Goalpara","Assam - Other",,,,,
"[1588] =","Godavarikhani","Andhra Pradesh - Other",,,,,
"[1589] =","Godda","Jharkhand - Other",,,,,
"[1590] =","Godwal","Uttar Pradesh - Other",,,,,
"[1591] =","Gogamukh","Assam - Other",,,,,
"[1592] =","Gogri","Bihar - Other",,,,,
"[1593] =","Gohana","Haryana - Other",,,,,
"[1594] =","Gohpur","Assam - Other",,,,,
"[1595] =","Gojaria","All over India",,,,,
"[1596] =","Gokak","Karnataka - Other",,,,,
"[988] =","Golaghat","Assam - Other",,,,,
"[1597] =","Golakganj","Assam - Other",,,,,
"[1598] =","Gollalamamidada","Andhra Pradesh - Other",,,,,
"[1599] =","Gomoh","Jharkhand - Other",,,,,
"[894] =","Gonda","Uttar Pradesh - Other",,,,,
"[989] =","Gondia","Maharashtra - Other",,,,,
"[1600] =","Gondpipari","Maharashtra - Other",,,,,
"[1601] =","Gopalapatnam","Andhra Pradesh - Other",,,,,
"[1602] =","Gopalgaj","All over India",,,,,
"[1603] =","Gopalganj","Bihar - Other",,,,,
"[1604] =","Gopalgunj","All over India",,,,,
"[1605] =","Gopannapalem","Andhra Pradesh - Other",,,,,
"[1606] =","Gopeshwar","Uttarakhand - Other",,,,,
"[1607] =","Goraimari","Assam - Other",,,,,
"[1608] =","Goreakothi","Bihar - Other",,,,,
"[1609] =","Goregaon","Maharashtra - Other",,,,,
"[1610] =","Goreswar","Assam - Other",,,,,
"[1611] =","Gorur","Karnataka - Other",,,,,
"[1612] =","Gosaith","All over India",,,,,
"[1613] =","Gossaigaon","West Bengal - Other",,,,,
"[1614] =","Gouripur","Assam - Other",,,,,
"[781] =","Govindpur","Uttar Pradesh - Other",,,,,
"[1615] =","Gowribidanur","Karnataka - Other",,,,,
"[1617] =","Gubbi","Karnataka - Other",,,,,
"[1618] =","Gudibande","Karnataka - Other",,,,,
"[1619] =","Gudigeri","Karnataka - Other",,,,,
"[1620] =","Gudivada","Andhra Pradesh - Other",,,,,
"[10183] =","Gudur","Andhra Pradesh - Other",,,,,
"[1621] =","Guhawati","Assam - Other",,,,,
"[1622] =","Guiwahati","All over India",,,,,
"[1623] =","Gulabpura","Rajasthan - Other",,,,,
"[1624] =","Guledagudda","Karnataka - Other",,,,,
"[1625] =","Gumla","Jharkhand - Other",,,,,
"[990] =","Guna","Madhya Pradesh - Other",,,,,
"[1626] =","Gundlupet","Karnataka - Other",,,,,
"[1627] =","Gunjoti","Maharashtra - Other",,,,,
"[93] =","Guntakal","Andhra Pradesh - Other",,,,,
"[863] =","Gurdaspur","Punjab - Other",,,,,
"[1628] =","Gurmitkal","Karnataka - Other",,,,,
"[1629] =","Gurukul Kangri","Uttarakhand - Other",,,,,
"[1630] =","Gushkara","West Bengal - Other",,,,,
"[1631] =","Guwhati","Assam - Other",,,,,
"[1632] =","Gwalor","Madhya Pradesh - Other",,,,,
"[1633] =","Hadagali","Karnataka - Other",,,,,
"[1634] =","Hafizpur","Uttar Pradesh - Other",,,,,
"[1635] =","Hailakandi","Assam - Other",,,,,
"[1636] =","Hajipur","Bihar - Other",,,,,
"[10186] =","Haldwani","Uttarakhand - Other",,,,,
"[1637] =","Haleangadi","Karnataka - Other",,,,,
"[1638] =","Haliya","Uttar Pradesh - Other",,,,,
"[1639] =","Haliyal","Karnataka - Other",,,,,
"[1640] =","Halkarni","Maharashtra - Other",,,,,
"[777] =","Hamirpur","Uttar Pradesh - Other",,,,,
"[1641] =","Hanagund","Karnataka - Other",,,,,
"[1642] =","Hanamkonda","Andhra Pradesh - Other",,,,,
"[1643] =","Handwara","Jammu & Kashmir - Other",,,,,
"[803] =","Hangal","Karnataka - Other",,,,,
"[1644] =","Hanterganj","Jharkhand - Other",,,,,
"[1645] =","Hanumangarh","Rajasthan - Other",,,,,
"[1646] =","Hanur","Karnataka - Other",,,,,
"[1647] =","Harda","Madhya Pradesh - Other",,,,,
"[1648] =","Hardi Bazar","Chhattisgarh - Other",,,,,
"[1649] =","Hardoi","Uttar Pradesh - Other",,,,,
"[1650] =","Hardwar","Uttar Pradesh - Other",,,,,
"[991] =","Harihar","Karnataka - Other",,,,,
"[1652] =","Harpalpur","Uttar Pradesh - Other",,,,,
"[1653] =","Harpanahalli","Karnataka - Other",,,,,
"[1654] =","Harrai","Madhya Pradesh - Other",,,,,
"[1655] =","Harugeri","Karnataka - Other",,,,,
"[1656] =","Hassar","Karnataka - Other",,,,,
"[1657] =","Hathiyama","Bihar - Other",,,,,
"[1658] =","Hathras","Uttar Pradesh - Other",,,,,
"[1659] =","Hathwa","Bihar - Other",,,,,
"[1660] =","Hatkananagale","Maharashtra - Other",,,,,
"[1661] =","Hatsingimari","Assam - Other",,,,,
"[1662] =","Hatta Damoh","Madhya Pradesh - Other",,,,,
"[1663] =","Hatundi","Rajasthan - Other",,,,,
"[1664] =","Haunsbhavi","Karnataka - Other",,,,,
"[1665] =","Haveli Kharagur","Bihar - Other",,,,,
"[1666] =","Haveri","Karnataka - Other",,,,,
"[1667] =","Hazaribad","All over India",,,,,
"[1668] =","Hazaribag","All over India",,,,,
"[1669] =","Hazaribagh","Jharkhand - Other",,,,,
"[1670] =","Hebbal","Karnataka - Other",,,,,
"[1671] =","Hebri","Karnataka - Other",,,,,
"[1672] =","Heggadadevanakote","Karnataka - Other",,,,,
"[1673] =","Hesaraghatta","Karnataka - Other",,,,,
"[1674] =","Hetampur","Uttarakhand - Other",,,,,
"[1675] =","Hilsa","Bihar - Other",,,,,
"[992] =","Himayatnagar","Andhra Pradesh - Other",,,,,
"[1676] =","Himmatnagar","Gujarat - Other",,,,,
"[1677] =","Hindupur","Andhra Pradesh - Other",,,,,
"[1678] =","Hinganghat","Maharashtra - Other",,,,,
"[1679] =","Hingna","Maharashtra - Other",,,,,
"[1680] =","Hingoli","Maharashtra - Other",,,,,
"[1681] =","Hirekerur","Karnataka - Other",,,,,
"[1682] =","Hiriyur","Karnataka - Other",,,,,
"[1683] =","Hisua","Bihar - Other",,,,,
"[1684] =","Hittinahalli","Karnataka - Other",,,,,
"[1685] =","Hiyangthang","Manipur - Other",,,,,
"[1686] =","Hnahthial","Mizoram - Other",,,,,
"[1687] =","Holalkere","Karnataka - Other",,,,,
"[1688] =","Hole","Karnataka - Other",,,,,
"[1689] =","Holehonnur","Karnataka - Other",,,,,
"[1690] =","Holenarasipura","Karnataka - Other",,,,,
"[1691] =","Honnavar","Karnataka - Other",,,,,
"[910] =","Hooghly","West Bengal - Other",,,,,
"[908] =","Hoogly","West Bengal - Other",,,,,
"[1692] =","Horti","Karnataka - Other",,,,,
"[1693] =","Hosadurga","Karnataka - Other",,,,,
"[1694] =","Hosanagar","Karnataka - Other",,,,,
"[1695] =","Hoshangabad","Madhya Pradesh - Other",,,,,
"[1696] =","Hoshiarpur","Punjab - Other",,,,,
"[1697] =","Hospet","Karnataka - Other",,,,,
"[102] =","Hosur","Tamil Nadu - Other",,,,,
"[1698] =","Howli","Assam - Other",,,,,
"[1699] =","Howly","Assam - Other",,,,,
"[1700] =","Hulkoti","Karnataka - Other",,,,,
"[1701] =","Humanabad","Karnataka - Other",,,,,
"[1702] =","Humnabad","Karnataka - Other",,,,,
"[1703] =","Hunsur","Karnataka - Other",,,,,
"[1704] =","Hunsur Taluk","Karnataka - Other",,,,,
"[1705] =","Husaini Alam","Andhra Pradesh - Other",,,,,
"[1706] =","Huzoornagar","Andhra Pradesh - Other",,,,,
"[716] =","Huzurabad","Andhra Pradesh - Other",,,,,
"[104] =","Hyderabad / Secunderabad","Andhra Pradesh - Other",,,,,
"[723] =","Ibrahimpatnam","Andhra Pradesh - Other",,,,,
"[1707] =","Ichalkaranji","Maharashtra - Other",,,,,
"[1708] =","Ichapuram","Andhra Pradesh - Other",,,,,
"[762] =","Idar","Gujarat - Other",,,,,
"[851] =","Igatpuri","Maharashtra - Other",,,,,
"[1709] =","Iikal","Karnataka - Other",,,,,
"[10244] =","IN ALL THE STATES OF INDIA","All over India",,,,,
"[1710] =","Inchal","Karnataka - Other",,,,,
"[802] =","Indi","Karnataka - Other",,,,,
"[1711] =","Inkollu","Andhra Pradesh - Other",,,,,
"[1712] =","Islampur","Bihar - Other",,,,,
"[1713] =","Itarsi","Madhya Pradesh - Other",,,,,
"[896] =","Izatnagar","Madhya Pradesh - Other",,,,,
"[1714] =","Jadcheria","Andhra Pradesh - Other",,,,,
"[1715] =","Jafrabad","Gujarat - Other",,,,,
"[10155] =","Jagadhri","Haryana - Other",,,,,
"[1716] =","Jagalur","Karnataka - Other",,,,,
"[752] =","Jagdalpur","Chhattisgarh - Other",,,,,
"[1717] =","Jaggampeta","Andhra Pradesh - Other",,,,,
"[1718] =","Jagtial","Andhra Pradesh - Other",,,,,
"[1719] =","Jahanabad","Uttar Pradesh - Other",,,,,
"[1720] =","Jaintia Hills","Meghalaya - Other",,,,,
"[1721] =","Jaisinghnagar","Madhya Pradesh - Other",,,,,
"[1722] =","Jaitpur","Rajasthan - Other",,,,,
"[1723] =","Jajapur","Orissa - Other",,,,,
"[1724] =","Jakatwadi","Maharashtra - Other",,,,,
"[1725] =","Jalahghat","Assam - Other",,,,,
"[1726] =","Jalalpur","Uttar Pradesh - Other",,,,,
"[1727] =","Jalaun","Uttar Pradesh - Other",,,,,
"[1728] =","Jalesar","Uttar Pradesh - Other",,,,,
"[1729] =","Jaleswar","Orissa - Other",,,,,
"[1730] =","Jalgaon Jamod","Madhya Pradesh - Other",,,,,
"[993] =","Jalna","Maharashtra - Other",,,,,
"[788] =","Jalpaiguri","West Bengal - Other",,,,,
"[10234] =","Jam-Khambhalia","Gujarat - Other",,,,,
"[1731] =","Jamakhandi","Karnataka - Other",,,,,
"[1732] =","Jamalpur","Punjab - Other",,,,,
"[1733] =","Jambusar","Gujarat - Other",,,,,
"[1734] =","Jami","Gujarat - Other",,,,,
"[1735] =","Jamkhed","Maharashtra - Other",,,,,
"[1736] =","Jammalamadugu","Andhra Pradesh - Other",,,,,
"[1737] =","Jammikunta","Andhra Pradesh - Other",,,,,
"[1738] =","Jamner","Maharashtra - Other",,,,,
"[1739] =","Jamtara","Jharkhand - Other",,,,,
"[1740] =","Jamugurihat","Assam - Other",,,,,
"[1741] =","Jamui","Bihar - Other",,,,,
"[1742] =","Jandaha","Bihar - Other",,,,,
"[1743] =","Jangaon","Andhra Pradesh - Other",,,,,
"[1744] =","Jangareddigudem","Andhra Pradesh - Other",,,,,
"[1745] =","Janjgir","Chhattisgarh - Other",,,,,
"[1746] =","Jarud","Maharashtra - Other",,,,,
"[1747] =","Jashpur","Chhattisgarh - Other",,,,,
"[1748] =","Jashpurnagar","Chhattisgarh - Other",,,,,
"[1749] =","Jasidih","Jharkhand - Other",,,,,
"[1750] =","Jaspurnagar","Chhattisgarh - Other",,,,,
"[1751] =","Jaswantgarh","Rajasthan - Other",,,,,
"[1752] =","Jath","Maharashtra - Other",,,,,
"[1753] =","Javagal","Karnataka - Other",,,,,
"[1754] =","Javargi","Karnataka - Other",,,,,
"[791] =","Jayanagar","Karnataka - Other",,,,,
"[1755] =","Jaynagar","Bihar - Other",,,,,
"[994] =","Jaysingpur","Maharashtra - Other",,,,,
"[1756] =","Jehanabad","Bihar - Other",,,,,
"[1757] =","Jejuri","Maharashtra - Other",,,,,
"[1758] =","Jhabua","Madhya Pradesh - Other",,,,,
"[1759] =","Jhajha","Bihar - Other",,,,,
"[1760] =","Jhajjar","Haryana - Other",,,,,
"[1761] =","Jhalawar","Rajasthan - Other",,,,,
"[1762] =","Jhanjharpur","Bihar - Other",,,,,
"[1763] =","Jhanji","Assam - Other",,,,,
"[883] =","Jhansi","Uttar Pradesh - Other",,,,,
"[1764] =","Jharia","Jharkhand - Other",,,,,
"[1765] =","Jharsuguda","Orissa - Other",,,,,
"[1766] =","Jhum","All over India",,,,,
"[1767] =","Jhumritelaiya","Jharkhand - Other",,,,,
"[1768] =","Jhunjhunu","Rajasthan - Other",,,,,
"[995] =","Jind","Haryana - Other",,,,,
"[1769] =","Jobner","Rajasthan - Other",,,,,
"[1770] =","Jogipet","Andhra Pradesh - Other",,,,,
"[1771] =","Jonai","Assam - Other",,,,,
"[730] =","Jorhat","Assam - Other",,,,,
"[1772] =","Joshimath","Uttarakhand - Other",,,,,
"[1773] =","Jowai","Meghalaya - Other",,,,,
"[1774] =","Jp Nagar","Karnataka - Other",,,,,
"[1775] =","Jullor","Andhra Pradesh - Other",,,,,
"[1776] =","Junagadh","Gujarat - Other",,,,,
"[1777] =","Junagarh","Orissa - Other",,,,,
"[1778] =","Junnar","Maharashtra - Other",,,,,
"[1779] =","Juria","Uttar Pradesh - Other",,,,,
"[1780] =","Kachchh","Gujarat - Other",,,,,
"[1781] =","Kachla","Uttar Pradesh - Other",,,,,
"[829] =","Kada","Maharashtra - Other",,,,,
"[1782] =","Kadepur","Maharashtra - Other",,,,,
"[761] =","Kadi","Gujarat - Other",,,,,
"[1783] =","Kadur","Karnataka - Other",,,,,
"[1784] =","Kagal","Maharashtra - Other",,,,,
"[1785] =","Kagawad","Karnataka - Other",,,,,
"[1786] =","Kailakandi","Assam - Other",,,,,
"[1787] =","Kailashahar","Tripura - Other",,,,,
"[1788] =","Kakching","Manipur - Other",,,,,
"[1789] =","Kakhaoti","All over India",,,,,
"[119] =","Kakinada","Andhra Pradesh - Other",,,,,
"[1790] =","Kaladera","Rajasthan - Other",,,,,
"[1791] =","Kalag","Assam - Other",,,,,
"[1792] =","Kalaghatagi","Karnataka - Other",,,,,
"[1793] =","Kalahandi","Orissa - Other",,,,,
"[1794] =","Kalamb","Maharashtra - Other",,,,,
"[1795] =","Kalanaur","Haryana - Other",,,,,
"[1796] =","Kalavai","Tamil Nadu - Other",,,,,
"[882] =","Kalavakkam","Tamil Nadu - Other",,,,,
"[1797] =","Kalayarkoil","Tamil Nadu - Other",,,,,
"[1798] =","Kaler","Punjab - Other",,,,,
"[1799] =","Kalgachia","Assam - Other",,,,,
"[1800] =","Kalka","Haryana - Other",,,,,
"[1801] =","Kallakurichi","Tamil Nadu - Other",,,,,
"[1802] =","Kallianpur","Karnataka - Other",,,,,
"[1803] =","Kalloli","Karnataka - Other",,,,,
"[1804] =","Kalmeshwar","Maharashtra - Other",,,,,
"[1805] =","Kalol","Gujarat - Other",,,,,
"[1806] =","Kalvakurthy","Andhra Pradesh - Other",,,,,
"[1807] =","Kalwan","Maharashtra - Other",,,,,
"[10165] =","Kalyani","West Bengal - Other",,,,,
"[1808] =","Kamalapur","Karnataka - Other",,,,,
"[1809] =","Kamalpur","Tripura - Other",,,,,
"[872] =","Kamarajar","Tamil Nadu - Other",,,,,
"[1810] =","Kamareddy","Andhra Pradesh - Other",,,,,
"[1811] =","Kamargaon","Maharashtra - Other",,,,,
"[1812] =","Kamki","Arunachal Pradesh - Other",,,,,
"[1813] =","Kampli","Karnataka - Other",,,,,
"[1814] =","Kamptee","Maharashtra - Other",,,,,
"[1815] =","Kamrup","Assam - Other",,,,,
"[1816] =","Kamrup Pandu","Assam - Other",,,,,
"[1817] =","Kanadewadi","Maharashtra - Other",,,,,
"[1818] =","Kanakapura","Karnataka - Other",,,,,
"[853] =","Kanchan","Maharashtra - Other",,,,,
"[1819] =","Kancharapalem","Andhra Pradesh - Other",,,,,
"[877] =","Kancheepuram","Tamil Nadu - Other",,,,,
"[120] =","Kandla","Punjab - Other",,,,,
"[772] =","Kangra","Himachal Pradesh - Other",,,,,
"[743] =","Kankarbag","Bihar - Other",,,,,
"[782] =","Kanke Ranchi","Jharkhand - Other",,,,,
"[1821] =","Kanker","Chhattisgarh - Other",,,,,
"[1822] =","Kanket","Jharkhand - Other",,,,,
"[1823] =","Kankhal","Uttarakhand - Other",,,,,
"[1824] =","Kannauj","Uttar Pradesh - Other",,,,,
"[121] =","Kannur","Kerala - Other",,,,,
"[1825] =","Kanpur Dehat","Uttar Pradesh - Other",,,,,
"[10217] =","kanpur(up)","Uttar Pradesh - Other",,,,,
"[1826] =","Kanumolu","Andhra Pradesh - Other",,,,,
"[1828] =","Kaparde","All over India",,,,,
"[1829] =","Kapari","Maharashtra - Other",,,,,
"[1830] =","Kaparkheda","Maharashtra - Other",,,,,
"[1831] =","Kapashi","Maharashtra - Other",,,,,
"[996] =","Kapurthala","Punjab - Other",,,,,
"[997] =","Karad","Maharashtra - Other",,,,,
"[1832] =","Karaikal","All over India",,,,,
"[868] =","Karaikudi","Tamil Nadu - Other",,,,,
"[764] =","Karamsad","Gujarat - Other",,,,,
"[1833] =","Karanga Ghadge","Maharashtra - Other",,,,,
"[1834] =","Karanja","Maharashtra - Other",,,,,
"[1835] =","Karanja Lad","Maharashtra - Other",,,,,
"[1836] =","Karanprayag","Uttarakhand - Other",,,,,
"[1837] =","Karattampatti","Tamil Nadu - Other",,,,,
"[1838] =","Karauli","Rajasthan - Other",,,,,
"[1839] =","Karbi Anglong","Assam - Other",,,,,
"[1840] =","Kardwip","West Bengal - Other",,,,,
"[1841] =","Kargil","Jammu & Kashmir - Other",,,,,
"[1842] =","Kariapatti","Tamil Nadu - Other",,,,,
"[1843] =","Karimganj","Assam - Other",,,,,
"[813] =","Karkala","Karnataka - Other",,,,,
"[1844] =","Karmala","Maharashtra - Other",,,,,
"[123] =","Karnal","Haryana - Other",,,,,
"[1845] =","Karnool","Andhra Pradesh - Other",,,,,
"[1846] =","Karumathur","Tamil Nadu - Other",,,,,
"[1847] =","Karvetinatar","Andhra Pradesh - Other",,,,,
"[801] =","Karwar","Karnataka - Other",,,,,
"[10182] =","Karwi","Uttar Pradesh - Other",,,,,
"[785] =","Kasaragod","Kerala - Other",,,,,
"[1848] =","Kasargod","Kerala - Other",,,,,
"[1849] =","Kasauli","Himachal Pradesh - Other",,,,,
"[1850] =","Kasba","West Bengal - Other",,,,,
"[1851] =","Kasdol","Chhattisgarh - Other",,,,,
"[1852] =","Kasegaon","Maharashtra - Other",,,,,
"[1853] =","Kasganj","Uttar Pradesh - Other",,,,,
"[1854] =","Kashipur","Uttarakhand - Other",,,,,
"[1855] =","Kasibugga","Andhra Pradesh - Other",,,,,
"[1856] =","Kathua","Jammu & Kashmir - Other",,,,,
"[1857] =","Katihar","Bihar - Other",,,,,
"[1858] =","Katni","Madhya Pradesh - Other",,,,,
"[842] =","Katol","Maharashtra - Other",,,,,
"[1859] =","Kattabboman","Tamil Nadu - Other",,,,,
"[1000] =","Kaul","Haryana - Other",,,,,
"[1860] =","Kaup","Karnataka - Other",,,,,
"[726] =","Kavali","Andhra Pradesh - Other",,,,,
"[1861] =","Kavaraipettai","Tamil Nadu - Other",,,,,
"[1862] =","Kawardha","Chhattisgarh - Other",,,,,
"[871] =","Keeranur","Tamil Nadu - Other",,,,,
"[1863] =","Kekri","Rajasthan - Other",,,,,
"[1864] =","Kelapur","Maharashtra - Other",,,,,
"[1865] =","Kendrapara","Orissa - Other",,,,,
"[1866] =","Kengal","Karnataka - Other",,,,,
"[1867] =","Keragodu","Karnataka - Other",,,,,
"[1868] =","Keroor","Andhra Pradesh - Other",,,,,
"[792] =","Kgf","Karnataka - Other",,,,,
"[1869] =","Khadkee","Maharashtra - Other",,,,,
"[1870] =","Khagaria","Bihar - Other",,,,,
"[1871] =","Khagariya","Bihar - Other",,,,,
"[1872] =","Khagaul","Bihar - Other",,,,,
"[753] =","Khairagarh","Chhattisgarh - Other",,,,,
"[1873] =","Khairgaon","Maharashtra - Other",,,,,
"[1874] =","Khalilabad","Uttar Pradesh - Other",,,,,
"[1875] =","Khamgaon","Maharashtra - Other",,,,,
"[1876] =","Khanapara Campus","Assam - Other",,,,,
"[1877] =","Khanapur","Karnataka - Other",,,,,
"[233] =","Khandala","Maharashtra - Other",,,,,
"[1001] =","Khandola","Maharashtra - Other",,,,,
"[1878] =","Khandwa","Madhya Pradesh - Other",,,,,
"[1879] =","Kharod","Gujarat - Other",,,,,
"[1880] =","Kharsia","Chhattisgarh - Other",,,,,
"[1881] =","Khatav","Maharashtra - Other",,,,,
"[1882] =","Khatri","Maharashtra - Other",,,,,
"[1883] =","Khawdungsei","Mizoram - Other",,,,,
"[1884] =","Khawzal","All over India",,,,,
"[1885] =","Kheda","Gujarat - Other",,,,,
"[1886] =","Khedbrahma","Gujarat - Other",,,,,
"[1887] =","Khekra","Uttar Pradesh - Other",,,,,
"[1888] =","Kherajkhat","Assam - Other",,,,,
"[1889] =","Kheralu","Gujarat - Other",,,,,
"[1890] =","Khergam","Gujarat - Other",,,,,
"[1891] =","Kheri","Uttar Pradesh - Other",,,,,
"[1892] =","Khetri","Rajasthan - Other",,,,,
"[1893] =","Khinchan","Rajasthan - Other",,,,,
