"ID","City","State",,,,,"States - Other"
"[1894] =","Khiroda","Maharashtra - Other",,,,,
"[1895] =","Kholwad","Gujarat - Other",,,,,
"[1896] =","Khonsa","Arunachal Pradesh - Other",,,,,
"[1897] =","Khowai","Tripura - Other",,,,,
"[1898] =","Khowang","Assam - Other",,,,,
"[1899] =","Khultabad","Maharashtra - Other",,,,,
"[1900] =","Khurai Chairenthong","Manipur - Other",,,,,
"[1901] =","Khurja","Uttar Pradesh - Other",,,,,
"[1902] =","Kigwema","Meghalaya - Other",,,,,
"[874] =","Kilakarai","Tamil Nadu - Other",,,,,
"[1903] =","Kilanaikkarai","Tamil Nadu - Other",,,,,
"[1904] =","Killapardi","Gujarat - Other",,,,,
"[1905] =","Killkulam","Tamil Nadu - Other",,,,,
"[1906] =","Kiphire","Nagaland - Other",,,,,
"[1907] =","Kippal","All over India",,,,,
"[1908] =","Kirandul","Chhattisgarh - Other",,,,,
"[1909] =","Kirugavalu","Karnataka - Other",,,,,
"[1910] =","Kishangarh","Rajasthan - Other",,,,,
"[1911] =","Kishtwar","Jammu & Kashmir - Other",,,,,
"[1912] =","Kittur","Karnataka - Other",,,,,
"[1913] =","Kiyamgei","Manipur - Other",,,,,
"[1914] =","Kochiandi","Orissa - Other",,,,,
"[1915] =","Kodad","Andhra Pradesh - Other",,,,,
"[1916] =","Kodigenahalli","Karnataka - Other",,,,,
"[1917] =","Kodoli","Maharashtra - Other",,,,,
"[1919] =","Kokrajhar","Assam - Other",,,,,
"[1920] =","Kolagal","Karnataka - Other",,,,,
"[1921] =","Kolanka","Andhra Pradesh - Other",,,,,
"[128] =","Kolar","Karnataka - Other",,,,,
"[1922] =","Kolasib","Mizoram - Other",,,,,
"[1923] =","Kollegal","Karnataka - Other",,,,,
"[878] =","Komarapalayam","Karnataka - Other",,,,,
"[1924] =","Komlathabi","Manipur - Other",,,,,
"[1925] =","Konanur","Karnataka - Other",,,,,
"[1926] =","Kondagaon","Chhattisgarh - Other",,,,,
"[1927] =","Kondanagula","Andhra Pradesh - Other",,,,,
"[1928] =","Kondhali","Maharashtra - Other",,,,,
"[809] =","Koppa","Karnataka - Other",,,,,
"[1929] =","Koradi","Maharashtra - Other",,,,,
"[1930] =","Koraput","Orissa - Other",,,,,
"[1931] =","Koratagere","Karnataka - Other",,,,,
"[1932] =","Koratla","Andhra Pradesh - Other",,,,,
"[1933] =","Korba","Chhattisgarh - Other",,,,,
"[1934] =","Korpana","Maharashtra - Other",,,,,
"[1935] =","Korukonda","Andhra Pradesh - Other",,,,,
"[1936] =","Kotdwar","Uttarakhand - Other","Uttarakhand - Other",,,,
"[1002] =","Kothagudem","Andhra Pradesh - Other",,,,,
"[1937] =","Kothapeta","Andhra Pradesh - Other",,,,,
"[1938] =","Kotkhal","Himachal Pradesh - Other",,,,,
"[1939] =","Kotputli","Rajasthan - Other",,,,,
"[1940] =","Kottur","Andhra Pradesh - Other",,,,,
"[1941] =","Kotturu","Karnataka - Other",,,,,
"[1942] =","Kovilpatty","Tamil Nadu - Other",,,,,
"[1943] =","Kovvur","Andhra Pradesh - Other",,,,,
"[134] =","Kozikode","Kerala - Other",,,,,
"[1944] =","Krhanagal","All over India",,,,,
"[1945] =","Krimnagar","Andhra Pradesh - Other",,,,,
"[1946] =","Krishnagiri","Tamil Nadu - Other",,,,,
"[1947] =","Krishnarajapuram","Karnataka - Other",,,,,
"[1948] =","Krushinagar","Uttar Pradesh - Other","Uttar Pradesh - Other",,,,
"[1949] =","Kudachi","Karnataka - Other",,,,,
"[1950] =","Kudligi","Karnataka - Other",,,,,
"[1951] =","Kudur","Karnataka - Other",,,,,
"[1952] =","Kuhi","Maharashtra - Other",,,,,
"[1953] =","Kulhati","Assam - Other",,,,,
"[135] =","Kulu/manali","Himachal Pradesh - Other",,,,,
"[1954] =","Kumarakoil","Tamil Nadu - Other",,,,,
"[1003] =","Kumbakonam","Tamil Nadu - Other",,,,,
"[1955] =","Kumbharia","Gujarat - Other",,,,,
"[798] =","Kumta","Karnataka - Other",,,,,
"[1956] =","Kumulur","Tamil Nadu - Other",,,,,
"[1957] =","Kundagol","Karnataka - Other","Karnataka - Other",,,,
"[811] =","Kundapur","Karnataka - Other",,,,,
"[1958] =","Kundhit","Jharkhand - Other",,,,,
"[1959] =","Kunigal","Karnataka - Other",,,,,
"[1960] =","Kunjwani","Jammu & Kashmir - Other",,,,,
"[725] =","Kuppam","Andhra Pradesh - Other",,,,,
"[1961] =","Kupwara","Jammu & Kashmir - Other",,,,,
"[1962] =","Kurduwadi","Maharashtra - Other",,,,,
"[1963] =","Kurinchipadi","Tamil Nadu - Other",,,,,
"[1964] =","Kurtha","Bihar - Other",,,,,
"[1965] =","Kurud","Chhattisgarh - Other",,,,,
"[1966] =","Kurukheda","Andhra Pradesh - Other",,,,,
"[1967] =","Kushalnagar","Karnataka - Other",,,,,
"[1968] =","Kushinagar","Uttar Pradesh - Other",,,,,
"[794] =","Kushtagi","Karnataka - Other",,,,,
"[1969] =","Kusumbha","Maharashtra - Other",,,,,
"[1970] =","Kusumi","Orissa - Other",,,,,
"[1971] =","Kuvempunagar","Karnataka - Other",,,,,
"[1068] =","Ladnun","Rajasthan - Other",,,,,
"[1973] =","Lahalkaranji","All over India",,,,,
"[1974] =","Laheriasarai","Bihar - Other",,,,,
"[1975] =","Lakhandur","Maharashtra - Other",,,,,
"[1004] =","Lakhani","All over India",,,,,
"[1976] =","Lakhimpur","Uttar Pradesh - Other",,,,,
"[1977] =","Lakhipur","Assam - Other",,,,,
"[1978] =","Lakhisarai","Bihar - Other",,,,,
"[1979] =","Lakkireddipalli","Andhra Pradesh - Other",,,,,
"[1981] =","Lakshmangarh","Rajasthan - Other","Rajasthan - Other",,,,
"[1982] =","Lal Bahadurnagar","Andhra Pradesh - Other",,,,,
"[1983] =","Lalgaon","Madhya Pradesh - Other",,,,,
"[1984] =","Lalitpur","Uttar Pradesh - Other",,,,,
"[1985] =","Lasalgaon","Maharashtra - Other",,,,,
"[1986] =","Lawngtlai","Mizoram - Other",,,,,
"[1987] =","Laxman Chanda","Andhra Pradesh - Other",,,,,
"[1988] =","Laxmeshwar","Karnataka - Other",,,,,
"[10221] =","Lehragaga","Punjab - Other",,,,,
"[1990] =","Lilong","Manipur - Other",,,,,
"[1991] =","Llkal","Karnataka - Other","Karnataka - Other",,,,
"[1992] =","Lodra","Gujarat - Other",,,,,
"[1993] =","Lohardaga","Jharkhand - Other",,,,,
"[1994] =","Loharu","Haryana - Other",,,,,
"[1995] =","Lohinagar","Uttar Pradesh - Other","Uttar Pradesh - Other",,,,
"[1996] =","Lohit","Arunachal Pradesh - Other",,,,,
"[836] =","Lonand","Maharashtra - Other",,,,,
"[1997] =","Lonar","Maharashtra - Other",,,,,
"[1998] =","Lonavala","Maharashtra - Other",,,,,
"[10246] =","Lonere","Maharashtra - Other",,,,,
"[1999] =","Longling","All over India",,,,,
"[805] =","Loni","Maharashtra - Other",,,,,
"[2000] =","Lormi","Chhattisgarh - Other",,,,,
"[2001] =","Lumding","Assam - Other",,,,,
"[2002] =","Lunglei","Mizoram - Other",,,,,
"[2003] =","Luwangsangbam","Manipur - Other",,,,,
"[2004] =","Machhra","Uttar Pradesh - Other",,,,,
"[2005] =","Machilipatnam","Andhra Pradesh - Other",,,,,
"[2006] =","Madanapalli","Andhra Pradesh - Other",,,,,
"[2007] =","Madanthya","Karnataka - Other",,,,,
"[2008] =","Madasa","Andhra Pradesh - Other",,,,,
"[2009] =","Maddur","Karnataka - Other",,,,,
"[834] =","Madha","Maharashtra - Other",,,,,
"[2010] =","Madhapur","Andhra Pradesh - Other",,,,,
"[2011] =","Madhavnagar","Maharashtra - Other",,,,,
"[739] =","Madhepura","Bihar - Other",,,,,
"[2012] =","Madhipura","Bihar - Other","Bihar - Other",,,,
"[2013] =","Madhira","Andhra Pradesh - Other",,,,,
"[2014] =","Madhubani","Bihar - Other",,,,,
"[2015] =","Madhugiri","Karnataka - Other",,,,,
"[2016] =","Madhupur","Jharkhand - Other",,,,,
"[2017] =","Madikeri","Karnataka - Other",,,,,
"[1005] =","Madras","Tamil Nadu - Other",,,,,
"[2018] =","Madresa","Tamil Nadu - Other","Tamil Nadu - Other",,,,
"[2019] =","Maduravoyal","Tamil Nadu - Other",,,,,
"[2020] =","Magadi","Karnataka - Other",,,,,
"[720] =","Mahaboobnagar","Andhra Pradesh - Other","Andhra Pradesh - Other",,,,
"[2021] =","Mahabubabad","Andhra Pradesh - Other",,,,,
"[2022] =","Mahalingapur","Karnataka - Other","Karnataka - Other",,,,
"[2023] =","Mahamayahat","Assam - Other",,,,,
"[2024] =","Maharail","Bihar - Other",,,,,
"[2025] =","Maharajganj","Uttar Pradesh - Other",,,,,
"[2026] =","Maharajpur","Madhya Pradesh - Other",,,,,
"[2027] =","Mahasamund","Chhattisgarh - Other",,,,,
"[2028] =","Mahboobnagar","Andhra Pradesh - Other","Andhra Pradesh - Other",,,,
"[2029] =","Mahe","Kerala - Other",,,,,
"[2030] =","Mahendraganj","Meghalaya - Other",,,,,
"[746] =","Mahendru","Bihar - Other",,,,,
"[2031] =","Maheshpur Raj","Jharkhand - Other",,,,,
"[2032] =","Mahoba","Uttar Pradesh - Other",,,,,
"[2033] =","Mahtoli","Assam - Other",,,,,
"[2034] =","Mahuda","Jharkhand - Other",,,,,
"[2035] =","Mahuva","Gujarat - Other",,,,,
"[2036] =","Maibang","Assam - Other",,,,,
"[2037] =","Maihar","Madhya Pradesh - Other",,,,,
"[2038] =","Mailam","Tamil Nadu - Other",,,,,
"[2039] =","Mainpuri","Uttar Pradesh - Other",,,,,
"[2040] =","Mairang","Meghalaya - Other",,,,,
"[2041] =","Majholia","Bihar - Other",,,,,
"[2042] =","Majuli","Assam - Other",,,,,
"[2043] =","Maksi","Madhya Pradesh - Other",,,,,
"[2044] =","Makthal","Andhra Pradesh - Other",,,,,
"[2045] =","Malakalmuru","Karnataka - Other","Karnataka - Other",,,,
"[2046] =","Malappuram","Kerala - Other",,,,,
"[2047] =","Malavalli","Karnataka - Other",,,,,
"[2048] =","Malda","West Bengal - Other",,,,,
"[2049] =","Malegaon","Maharashtra - Other",,,,,
"[2050] =","Malikipuram","Andhra Pradesh - Other",,,,,
"[2051] =","Malkangiri","Chhattisgarh - Other",,,,,
"[2052] =","Malkapur","Maharashtra - Other",,,,,
"[2053] =","Malkharouda","Chhattisgarh - Other",,,,,
"[10159] =","Malleshwaram","Karnataka - Other",,,,,
"[2054] =","Malur","Karnataka - Other",,,,,
"[820] =","Mamit","Mizoram - Other",,,,,
"[2055] =","Manandragarh","Chhattisgarh - Other","Chhattisgarh - Other",,,,
"[2056] =","Manapparai","Tamil Nadu - Other",,,,,
"[2057] =","Mancherial","Andhra Pradesh - Other",,,,,
"[2058] =","Mandapeta","Andhra Pradesh - Other",,,,,
"[2059] =","Mandhal","Maharashtra - Other",,,,,
"[2060] =","Mandideep","Madhya Pradesh - Other",,,,,
"[2061] =","Mandiphia","Rajasthan - Other",,,,,
"[2062] =","Mandla","Madhya Pradesh - Other",,,,,
"[2063] =","Mandleshwar","Gujarat - Other",,,,,
"[2064] =","Mandor","Rajasthan - Other",,,,,
"[756] =","Mandsaur","Madhya Pradesh - Other",,,,,
"[2065] =","Mandvi","Gujarat - Other",,,,,
"[1006] =","Mandya","Karnataka - Other",,,,,
"[2066] =","Mangalawada","Karnataka - Other",,,,,
"[2067] =","Mangaldoi","Assam - Other",,,,,
"[2068] =","Mangalwedha","Maharashtra - Other",,,,,
"[2069] =","Mangrulpir","Maharashtra - Other",,,,,
"[2070] =","Manikwar","Madhya Pradesh - Other",,,,,
"[2071] =","Maniram","Sikkim - Other",,,,,
"[2072] =","Manjhoul","Bihar - Other",,,,,
"[2073] =","Mankachar","Assam - Other",,,,,
"[1007] =","Mannargudi","Tamil Nadu - Other",,,,,
"[2074] =","Manpur","Madhya Pradesh - Other",,,,,
"[2075] =","Mansa","Madhya Pradesh - Other",,,,,
"[2076] =","Manthani","Andhra Pradesh - Other",,,,,
"[2077] =","Manvi","Karnataka - Other",,,,,
"[2079] =","Maregaon","Maharashtra - Other",,,,,
"[2081] =","Marigaon","Assam - Other",,,,,
"[2082] =","Marioni","All over India",,,,,
"[2083] =","Martandam","Tamil Nadu - Other",,,,,
"[2084] =","Masturi","Chhattisgarh - Other",,,,,
"[897] =","Mau","Uttar Pradesh - Other",,,,,
"[2085] =","Mauda","Orissa - Other",,,,,
"[2086] =","Mawana","Uttar Pradesh - Other",,,,,
"[2087] =","Mawkyrwat","Meghalaya - Other",,,,,
"[2088] =","Mawsynram","Meghalaya - Other",,,,,
"[2089] =","Mayakonda","Karnataka - Other",,,,,
"[2090] =","Mayani","Gujarat - Other",,,,,
"[867] =","Mayiladuthurai","Tamil Nadu - Other",,,,,
"[2091] =","Mayurbhanj","Orissa - Other",,,,,
"[2092] =","Mdhol","All over India",,,,,
"[2093] =","Medahalli","Karnataka - Other",,,,,
"[1008] =","Medak","Andhra Pradesh - Other",,,,,
"[1009] =","Medha","Maharashtra - Other",,,,,
"[2094] =","Medhepur","All over India",,,,,
"[2095] =","Meghraj","Gujarat - Other",,,,,
"[2096] =","Mehakar","Maharashtra - Other","Maharashtra - Other",,,,
"[10181] =","Mehboobnagar","Andhra Pradesh - Other","Andhra Pradesh - Other",,,,
"[1010] =","Mehsana","Gujarat - Other",,,,,
"[2097] =","Meignanapuram","Tamil Nadu - Other",,,,,
"[2098] =","Melaiyur","Tamil Nadu - Other",,,,,
"[2099] =","Melaneelithanallur","Tamil Nadu - Other",,,,,
"[2100] =","Melmaruvattur","Tamil Nadu - Other",,,,,
"[2101] =","Melvisharam","Tamil Nadu - Other",,,,,
"[2102] =","Memallupuram","Tamil Nadu - Other","Tamil Nadu - Other",,,,
"[2103] =","Mendipathar","Meghalaya - Other",,,,,
"[2104] =","Mettupalayam","Tamil Nadu - Other",,,,,
"[2105] =","Mhow","Madhya Pradesh - Other",,,,,
"[907] =","Midnapur","West Bengal - Other",,,,,
"[2106] =","Mihijam","Jharkhand - Other",,,,,
"[837] =","Miraj","Maharashtra - Other",,,,,
"[2107] =","Miramar","Goa - Other",,,,,
"[2108] =","Miran Sahib","Jammu & Kashmir - Other",,,,,
"[2109] =","Mirwa","Punjab - Other",,,,,
"[10220] =","miryalaguda","Andhra Pradesh - Other",,,,,
"[1012] =","Miryalguda","Andhra Pradesh - Other",,,,,
"[733] =","Mirza","Assam - Other",,,,,
"[2110] =","Mirzaganj","Jharkhand - Other",,,,,
"[2111] =","Mirzapur","Uttar Pradesh - Other",,,,,
"[1013] =","Mizoram - Other","Mizoram - Other",,,,,
"[1014] =","Modasa","Gujarat - Other",,,,,
"[2112] =","Modi Nagar","Rajasthan - Other",,,,,
"[2114] =","Mogalturu","Andhra Pradesh - Other",,,,,
"[2115] =","Mohadi","Maharashtra - Other",,,,,
"[149] =","Mohali","Punjab - Other",,,,,
"[2116] =","Mohanpur","Tripura - Other",,,,,
"[2117] =","Mohapa","Maharashtra - Other",,,,,
"[2118] =","Mohindergarh","Haryana - Other",,,,,
"[2119] =","Mohma","All over India",,,,,
"[10180] =","Moinabad","Andhra Pradesh - Other",,,,,
"[2120] =","Moirang","Manipur - Other",,,,,
"[2121] =","Mokamah","Bihar - Other",,,,,
"[2122] =","Mokokchung","Nagaland - Other",,,,,
"[1015] =","Mon","Nagaland - Other",,,,,
"[2123] =","Moodabidri","Karnataka - Other",,,,,
"[1016] =","Moran","Assam - Other",,,,,
"[2124] =","Morane","Assam - Other","Assam - Other",,,,
"[2125] =","Morar","Madhya Pradesh - Other",,,,,
"[2126] =","Morena","Madhya Pradesh - Other",,,,,
"[2127] =","Morigaon","Bihar - Other",,,,,
"[2128] =","Morshi","Madhya Pradesh - Other",,,,,
"[2130] =","Mota Pondha","Gujarat - Other",,,,,
"[2129] =","Motala","Maharashtra - Other",,,,,
"[2131] =","Motbung","Manipur - Other",,,,,
"[2132] =","Motihari","Bihar - Other",,,,,
"[2133] =","Motipur","Bihar - Other",,,,,
"[2134] =","Motipura","Rajasthan - Other",,,,,
"[2135] =","Mowad","Maharashtra - Other",,,,,
"[2136] =","Mozari","Maharashtra - Other",,,,,
"[2137] =","Mudalagi","Karnataka - Other",,,,,
"[2138] =","Muddebihal","Karnataka - Other",,,,,
"[2139] =","Mudigere","Karnataka - Other",,,,,
"[2140] =","Mudukulathur","Tamil Nadu - Other",,,,,
"[2141] =","Mukalmua","Assam - Other",,,,,
"[2142] =","Mukhed","Maharashtra - Other",,,,,
"[2143] =","Muktainagar","Maharashtra - Other",,,,,
"[2145] =","Mukundgarh","Rajasthan - Other",,,,,
"[845] =","Mul","Maharashtra - Other",,,,,
"[2146] =","Mulabaghalu","Karnataka - Other",,,,,
"[2147] =","Mulagund","Karnataka - Other",,,,,
"[2148] =","Mulchera","Maharashtra - Other",,,,,
"[2149] =","Mulki","Karnataka - Other",,,,,
"[2150] =","Mummidivaram","Andhra Pradesh - Other",,,,,
"[2151] =","Munavalli","All over India",,,,,
"[2152] =","Mundagod","Orissa - Other",,,,,
"[2153] =","Mundargi","Karnataka - Other",,,,,
"[2154] =","Munganda","Andhra Pradesh - Other",,,,,
"[2155] =","Mungeli","Chhattisgarh - Other",,,,,
"[2156] =","Munger","Bihar - Other",,,,,
"[2157] =","Munghyer","All over India",,,,,
"[2158] =","Muragod","Karnataka - Other",,,,,
"[2159] =","Murliganj","Bihar - Other",,,,,
"[2160] =","Murtizapur","Maharashtra - Other",,,,,
"[2161] =","Murum","Maharashtra - Other",,,,,
"[2162] =","Musiri","Tamil Nadu - Other",,,,,
"[902] =","Mussoorie","Uttarakhand - Other",,,,,
"[10232] =","Muzaffar Nagar","Andhra Pradesh - Other",,,,,
"[886] =","Muzaffarnagar","Uttar Pradesh - Other",,,,,
"[2163] =","Nabinagar","Bihar - Other",,,,,
"[768] =","Nadia","West Bengal - Other",,,,,
"[2164] =","Nadiad","Gujarat - Other",,,,,
"[2165] =","Nagamangala","Karnataka - Other",,,,,
"[1017] =","Nagaon","Assam - Other",,,,,
"[1018] =","Nagapattinam","Tamil Nadu - Other",,,,,
"[709] =","Nagaram","Andhra Pradesh - Other",,,,,
"[2166] =","Nagarbera","Assam - Other",,,,,
"[2167] =","Nagari","Andhra Pradesh - Other",,,,,
"[2168] =","Nagarjunasagar","Andhra Pradesh - Other",,,,,
"[2169] =","Nagarkurnool","Andhra Pradesh - Other",,,,,
"[2170] =","Nagaud","Rajasthan - Other",,,,,
"[2171] =","Nagaur","Rajasthan - Other",,,,,
"[2172] =","Nagbhid","Maharashtra - Other",,,,,
"[2173] =","Nagda","Madhya Pradesh - Other",,,,,
"[2174] =","Naharakatiya","Assam - Other",,,,,
"[2175] =","Naidupet","Andhra Pradesh - Other",,,,,
"[2176] =","Naigaon","Maharashtra - Other",,,,,
"[2177] =","Naigarhi","Madhya Pradesh - Other",,,,,
"[2178] =","Naikin","All over India",,,,,
"[898] =","Naini","Uttar Pradesh - Other",,,,,
"[2180] =","Nakrekal","Andhra Pradesh - Other",,,,,
"[780] =","Nala","Jharkhand - Other",,,,,
"[2181] =","Nalattinputhur","Tamil Nadu - Other",,,,,
"[2182] =","Nalatwad","Karnataka - Other",,,,,
"[2183] =","Nalbari","Assam - Other",,,,,
"[1020] =","Nalgonda","Andhra Pradesh - Other",,,,,
"[876] =","Namakkal","Tamil Nadu - Other",,,,,
"[2184] =","Namchi","Sikkim - Other",,,,,
"[2185] =","Nampur","Maharashtra - Other",,,,,
"[2186] =","Namrup","Assam - Other",,,,,
"[2187] =","Namti","All over India",,,,,
"[2188] =","Nandagad","Karnataka - Other",,,,,
"[2189] =","Nandgaon","Maharashtra - Other",,,,,
"[2190] =","Nandini Nagar","All over India",,,,,
"[2191] =","Nandurbar","Maharashtra - Other",,,,,
"[2192] =","Nandyal","Andhra Pradesh - Other",,,,,
"[2193] =","Nanjungud","Karnataka - Other",,,,,
"[2194] =","Nantoor","All over India",,,,,
"[2195] =","Naogaon","Assam - Other",,,,,
"[2196] =","Narasannapeta","Andhra Pradesh - Other",,,,,
"[2197] =","Narasapur","Andhra Pradesh - Other",,,,,
"[2198] =","Narasaraopet","Andhra Pradesh - Other",,,,,
"[2199] =","Narasimharajapura","Karnataka - Other",,,,,
"[2200] =","Narasipatnam","Andhra Pradesh - Other",,,,,
"[2201] =","Narasipur","Karnataka - Other",,,,,
"[2202] =","Naratiaganj","Bihar - Other",,,,,
"[2203] =","Narayanapuram","Karnataka - Other",,,,,
"[2204] =","Narayangaon","Maharashtra - Other",,,,,
"[2205] =","Narayankhed","Andhra Pradesh - Other",,,,,
"[2206] =","Narayanpet","Andhra Pradesh - Other",,,,,
"[2207] =","Narayanpur","Chhattisgarh - Other",,,,,
"[2208] =","Naregal","All over India",,,,,
"[2209] =","Nargund","Karnataka - Other",,,,,
"[2210] =","Narhan","Bihar - Other",,,,,
"[2211] =","Narkhed","Maharashtra - Other",,,,,
"[2212] =","Narnaul","Haryana - Other",,,,,
"[2213] =","Narsampet","Andhra Pradesh - Other",,,,,
"[2214] =","Narsan","All over India",,,,,
"[2215] =","Narsingargarh","Madhya Pradesh - Other",,,,,
"[2216] =","Narsinghpur","Madhya Pradesh - Other",,,,,
"[2217] =","Narsipatnam","Andhra Pradesh - Other",,,,,
"[2218] =","Nasarapur","Maharashtra - Other",,,,,
"[157] =","Nasik","Maharashtra - Other",,,,,
"[2219] =","Nasirabad","Maharashtra - Other",,,,,
"[2220] =","Naubatpur","Bihar - Other",,,,,
"[2221] =","Naugachhia","Bihar - Other",,,,,
"[2222] =","Navalgund","Karnataka - Other",,,,,
"[2223] =","Navalnagar","Maharashtra - Other",,,,,
"[2224] =","Navapur","Maharashtra - Other",,,,,
"[2225] =","Navasari","Gujarat - Other",,,,,
"[2226] =","Navsari","Gujarat - Other",,,,,
"[2227] =","Navsavi","Gujarat - Other",,,,,
"[2228] =","Nawadah","Bihar - Other",,,,,
"[2229] =","Nawagarh","Chhattisgarh - Other",,,,,
"[2230] =","Nawalgarh","Rajasthan - Other",,,,,
"[2231] =","Nawanshahr","Punjab - Other",,,,,
"[2232] =","Nawargaon","Maharashtra - Other",,,,,
"[2233] =","Nayagarh","Orissa - Other",,,,,
"[2234] =","Nayakanahatty","Karnataka - Other",,,,,
"[2235] =","Nazira","Assam - Other",,,,,
"[2236] =","Neemkathana","Rajasthan - Other",,,,,
"[2237] =","Neemuch","Madhya Pradesh - Other",,,,,
"[2238] =","Nehra","Bihar - Other",,,,,
"[2239] =","Nelamangala","Karnataka - Other",,,,,
"[2240] =","Nerparsopant","Maharashtra - Other",,,,,
"[2241] =","Neruducherla","Andhra Pradesh - Other",,,,,
"[2242] =","Nesargi","Karnataka - Other",,,,,
"[2243] =","Nesari","Maharashtra - Other",,,,,
"[2244] =","New Aurangabad","Maharashtra - Other",,,,,
"[2247] =","Neyyoor","Tamil Nadu - Other",,,,,
"[2248] =","Nicobar","Andaman Nicobar Islands - Other",,,,,
"[2249] =","Nidadavole","Andhra Pradesh - Other",,,,,
"[2250] =","Nidagundi","Karnataka - Other",,,,,
"[2251] =","Nidasoshi","Karnataka - Other",,,,,
"[2252] =","Nilgiris","Tamil Nadu - Other",,,,,
"[2253] =","Ningthoukhong","Manipur - Other",,,,,
"[2254] =","Niphad","Maharashtra - Other",,,,,
"[2255] =","Nippani","Karnataka - Other",,,,,
"[1021] =","Nirmal","Andhra Pradesh - Other",,,,,
"[2256] =","Nirmall","All over India",,,,,
"[1022] =","Nitte","Karnataka - Other",,,,,
"[2257] =","Nittur","Karnataka - Other",,,,,
"[2258] =","Nohar","Rajasthan - Other",,,,,
"[2259] =","Nongpoh","Meghalaya - Other",,,,,
"[2260] =","Nongstoin","Meghalaya - Other",,,,,
"[2261] =","Nongtalang","Meghalaya - Other",,,,,
"[2262] =","Nongthymmai","Meghalaya - Other",,,,,
"[2263] =","Nonoi","Assam - Other",,,,,
"[2264] =","Nornji","All over India",,,,,
"[2265] =","North Arcot","Tamil Nadu - Other",,,,,
"[2266] =","North Guwahati","Assam - Other",,,,,
"[2267] =","North Lakhimpur","Assam - Other",,,,,
"[2268] =","North Tripura","Tripura - Other",,,,,
"[2269] =","Nowgon","Assam - Other","Madhya Pradesh",,,,
"[1023] =","Nowgong","Assam - Other",,,,,
"[2270] =","Nowgong Hojai","Assam - Other",,,,,
"[2271] =","Nuh","Haryana - Other",,,,,
"[2272] =","Nymathi","All over India",,,,,
"[2273] =","Oinam","Assam - Other",,,,,
"[2274] =","Oorgam","Karnataka - Other",,,,,
"[2275] =","Opad","All over India",,,,,
"[2276] =","Orai","Uttar Pradesh - Other",,,,,
"[2277] =","Orathanad","Tamil Nadu - Other",,,,,
"[779] =","Osmanabad","Maharashtra - Other",,,,,
"[2278] =","Ozar","Maharashtra - Other",,,,,
"[2279] =","Pachore","Madhya Pradesh - Other",,,,,
"[708] =","Paderu","Andhra Pradesh - Other",,,,,
"[2280] =","Pakhanjur","Chhattisgarh - Other",,,,,
"[2281] =","Pakur","Chhattisgarh - Other",,,,,
"[2282] =","Palace Ground","Karnataka - Other",,,,,
"[164] =","Palakkad","Kerala - Other",,,,,
"[2283] =","Palakol","Andhra Pradesh - Other",,,,,
"[2284] =","Palakonda","Andhra Pradesh - Other",,,,,
"[2285] =","Palamau","Jharkhand - Other",,,,,
"[771] =","Palampur","Himachal Pradesh - Other",,,,,
"[2286] =","Palandur","Maharashtra - Other",,,,,
"[2287] =","Palanpur","Gujarat - Other",,,,,
"[2288] =","Palari","Chhattisgarh - Other",,,,,
"[2289] =","Palasar","All over India",,,,,
"[2290] =","Palayamkottai","Tamil Nadu - Other",,,,,
"[701] =","Palem","Andhra Pradesh - Other",,,,,
"[165] =","Palghat","Kerala - Other",,,,,
"[2291] =","Pali","Rajasthan - Other","Uttar Pradesh",,,,
"[2292] =","Palikhuwa","All over India",,,,,
"[2293] =","Palitana","Gujarat - Other",,,,,
"[2294] =","Pallapatti","Tamil Nadu - Other",,,,,
"[2295] =","Pallathur","Kerala - Other",,,,,
"[2296] =","Palwal","Haryana - Other",,,,,
"[2297] =","Pamlamaner","Andhra Pradesh - Other",,,,,
"[2302] =","Panch Mahals","Uttar Pradesh - Other",,,,,
"[2299] =","Panchanahalli","Karnataka - Other",,,,,
"[2300] =","Panchkula","Haryana - Other",,,,,
"[2301] =","Panchkuma","Haryana - Other",,,,,
"[2303] =","Panchvati","Gujarat - Other",,,,,
"[2304] =","Pandaria","Chhattisgarh - Other",,,,,
"[2305] =","Pandaul","Bihar - Other",,,,,
"[2306] =","Pandavapura","Karnataka - Other",,,,,
"[2307] =","Pandharkawada","Maharashtra - Other",,,,,
"[2308] =","Pandharpur","Maharashtra - Other",,,,,
"[2309] =","Pangei","Manipur - Other",,,,,
"[2310] =","Panisagar","Tripura - Other",,,,,
"[167] =","Panjim","Goa - Other",,,,,
"[2311] =","Panna","Madhya Pradesh - Other",,,,,
"[2312] =","Pantnagar","Uttarakhand - Other",,,,,
"[10230] =","PANVEL","Maharashtra - Other",,,,,
"[2313] =","Papanasam","Tamil Nadu - Other",,,,,
"[2314] =","Paprola","Himachal Pradesh - Other",,,,,
"[168] =","Paradeep","Orissa - Other",,,,,
"[2315] =","Paratwada","Maharashtra - Other",,,,,
"[2316] =","Parbatta","Bihar - Other",,,,,
"[2317] =","Parkal","Andhra Pradesh - Other",,,,,
"[2318] =","Parli Vaijnath","Maharashtra - Other",,,,,
"[2319] =","Parola","Maharashtra - Other",,,,,
"[2320] =","Parsa","Bihar - Other",,,,,
"[2321] =","Parsiwani","All over India",,,,,
"[2322] =","Partapgarh","Punjab - Other",,,,,
"[2323] =","Parvathipuram","Andhra Pradesh - Other",,,,,
